id,name,price,stock
2501,Roasted Coffee Cappuccino Sticks,660.75,35
2502,Sweet Tea Jasmine Pearls,503.99,39
2503,Light Snack Trail Mix,158.49,43
2504,Special Drink Sports Drink,192.49,47
2505,Local Bakery Cinnamon Roll,184.0,51
2506,Fresh Dairy Greek Yogurt,250.99,55
2507,Classic Pantry Soy Sauce 1L,214.75,59
2508,Original Frozen Frozen Pizza,135.99,63
2509,Salted Produce Garlic Bulb,88.75,67
2510,Spicy Meat Lamb Chops,207.49,71
2511,Deluxe Bath Mouthwash,170.49,75
2512,Imported Clean Floor Wax,432.5,79
2513,Natural Office Highlighter,80.75,83
2514,Organic Tech Earphones,1579.0,87
2515,Premium Pet Cat Food 1kg,188.99,91
2516,Roasted Coffee Espresso Beans,382.5,95
2517,Sweet Tea Hibiscus Leaves,483.49,99
2518,Light Snack Popcorn Bag,115.75,4
2519,Special Drink Juice Box,193.99,8
2520,Local Bakery Banana Bread,204.5,12
2521,Roasted Coffee Cappuccino Sticks,641.25,55
2522,Sweet Tea Jasmine Pearls,484.49,59
2523,Light Snack Trail Mix,138.99,63
2524,Special Drink Sports Drink,172.99,67
2525,Local Bakery Cinnamon Roll,164.5,71
2526,Fresh Dairy Greek Yogurt,231.49,75
2527,Classic Pantry Soy Sauce 1L,195.25,79
2528,Original Frozen Frozen Pizza,116.49,83
2529,Salted Produce Garlic Bulb,69.25,87
2530,Spicy Meat Lamb Chops,187.99,91
2531,Deluxe Bath Mouthwash,150.99,95
2532,Imported Clean Floor Wax,413.0,99
2533,Natural Office Highlighter,61.25,4
2534,Organic Tech Earphones,1559.5,8
2535,Premium Pet Cat Food 1kg,169.49,12
2536,Roasted Coffee Espresso Beans,363.0,16
2537,Sweet Tea Hibiscus Leaves,463.99,20
2538,Light Snack Popcorn Bag,96.25,24
2539,Special Drink Juice Box,174.49,28
2540,Local Bakery Banana Bread,207.75,32
2541,Roasted Coffee Cappuccino Sticks,644.5,75
2542,Sweet Tea Jasmine Pearls,487.74,79
2543,Light Snack Trail Mix,142.24,83
2544,Special Drink Sports Drink,176.24,87
2545,Local Bakery Cinnamon Roll,167.75,91
2546,Fresh Dairy Greek Yogurt,234.74,95
2547,Classic Pantry Soy Sauce 1L,198.5,99
2548,Original Frozen Frozen Pizza,119.74,4
2549,Salted Produce Garlic Bulb,72.5,8
2550,Spicy Meat Lamb Chops,191.24,12
2551,Deluxe Bath Mouthwash,154.24,16
2552,Imported Clean Floor Wax,416.25,20
2553,Natural Office Highlighter,64.5,24
2554,Organic Tech Earphones,1562.75,28
2555,Premium Pet Cat Food 1kg,172.74,32
2556,Roasted Coffee Espresso Beans,366.25,36
2557,Sweet Tea Hibiscus Leaves,467.24,40
2558,Light Snack Popcorn Bag,99.5,44
2559,Special Drink Juice Box,177.74,48
2560,Local Bakery Banana Bread,211.0,52
2561,Roasted Coffee Cappuccino Sticks,647.75,95
2562,Sweet Tea Jasmine Pearls,490.99,99
2563,Light Snack Trail Mix,145.49,4
2564,Special Drink Sports Drink,179.49,8
2565,Local Bakery Cinnamon Roll,171.0,12
2566,Fresh Dairy Greek Yogurt,237.99,16
2567,Classic Pantry Soy Sauce 1L,201.75,20
2568,Original Frozen Frozen Pizza,122.99,24
2569,Salted Produce Garlic Bulb,75.75,28
2570,Spicy Meat Lamb Chops,194.49,32
2571,Deluxe Bath Mouthwash,157.49,36
2572,Imported Clean Floor Wax,419.5,40
2573,Natural Office Highlighter,67.75,44
2574,Organic Tech Earphones,1566.0,48
2575,Premium Pet Cat Food 1kg,175.99,52
2576,Roasted Coffee Espresso Beans,369.5,56
2577,Sweet Tea Hibiscus Leaves,470.49,60
2578,Light Snack Popcorn Bag,102.75,64
2579,Special Drink Juice Box,180.99,68
2580,Local Bakery Banana Bread,214.25,72
2581,Roasted Coffee Cappuccino Sticks,651.0,16
2582,Sweet Tea Jasmine Pearls,494.24,20
2583,Light Snack Trail Mix,148.74,24
2584,Special Drink Sports Drink,182.74,28
2585,Local Bakery Cinnamon Roll,174.25,32
2586,Fresh Dairy Greek Yogurt,241.24,36
2587,Classic Pantry Soy Sauce 1L,205.0,40
2588,Original Frozen Frozen Pizza,126.24,44
2589,Salted Produce Garlic Bulb,79.0,48
2590,Spicy Meat Lamb Chops,197.74,52
2591,Deluxe Bath Mouthwash,160.74,56
2592,Imported Clean Floor Wax,422.75,60
2593,Natural Office Highlighter,71.0,64
2594,Organic Tech Earphones,1569.25,68
2595,Premium Pet Cat Food 1kg,179.24,72
2596,Roasted Coffee Espresso Beans,372.75,76
2597,Sweet Tea Hibiscus Leaves,473.74,80
2598,Light Snack Popcorn Bag,106.0,84
2599,Special Drink Juice Box,184.24,88
2600,Local Bakery Banana Bread,217.5,92
2601,Roasted Coffee Cappuccino Sticks,654.25,36
2602,Sweet Tea Jasmine Pearls,497.49,40
2603,Light Snack Trail Mix,151.99,44
2604,Special Drink Sports Drink,185.99,48
2605,Local Bakery Cinnamon Roll,177.5,52
2606,Fresh Dairy Greek Yogurt,244.49,56
2607,Classic Pantry Soy Sauce 1L,208.25,60
2608,Original Frozen Frozen Pizza,129.49,64
2609,Salted Produce Garlic Bulb,82.25,68
2610,Spicy Meat Lamb Chops,200.99,72
2611,Deluxe Bath Mouthwash,163.99,76
2612,Imported Clean Floor Wax,426.0,80
2613,Natural Office Highlighter,74.25,84
2614,Organic Tech Earphones,1572.5,88
2615,Premium Pet Cat Food 1kg,182.49,92
2616,Roasted Coffee Espresso Beans,376.0,96
2617,Sweet Tea Hibiscus Leaves,476.99,1
2618,Light Snack Popcorn Bag,109.25,5
2619,Special Drink Juice Box,187.49,9
2620,Local Bakery Banana Bread,220.75,13
2621,Roasted Coffee Cappuccino Sticks,657.5,56
2622,Sweet Tea Jasmine Pearls,500.74,60
2623,Light Snack Trail Mix,155.24,64
2624,Special Drink Sports Drink,189.24,68
2625,Local Bakery Cinnamon Roll,180.75,72
2626,Fresh Dairy Greek Yogurt,247.74,76
2627,Classic Pantry Soy Sauce 1L,211.5,80
2628,Original Frozen Frozen Pizza,132.74,84
2629,Salted Produce Garlic Bulb,85.5,88
2630,Spicy Meat Lamb Chops,204.24,92
2631,Deluxe Bath Mouthwash,167.24,96
2632,Imported Clean Floor Wax,429.25,1
2633,Natural Office Highlighter,77.5,5
2634,Organic Tech Earphones,1575.75,9
2635,Premium Pet Cat Food 1kg,185.74,13
2636,Roasted Coffee Espresso Beans,379.25,17
2637,Sweet Tea Hibiscus Leaves,480.24,21
2638,Light Snack Popcorn Bag,112.5,25
2639,Special Drink Juice Box,190.74,29
2640,Local Bakery Banana Bread,224.0,33
2641,Roasted Coffee Cappuccino Sticks,660.75,76
2642,Sweet Tea Jasmine Pearls,503.99,80
2643,Light Snack Trail Mix,158.49,84
2644,Special Drink Sports Drink,192.49,88
2645,Local Bakery Cinnamon Roll,184.0,92
2646,Fresh Dairy Greek Yogurt,250.99,96
2647,Classic Pantry Soy Sauce 1L,214.75,1
2648,Original Frozen Frozen Pizza,135.99,5
2649,Salted Produce Garlic Bulb,88.75,9
2650,Spicy Meat Lamb Chops,207.49,13
2651,Deluxe Bath Mouthwash,170.49,17
2652,Imported Clean Floor Wax,432.5,21
2653,Natural Office Highlighter,80.75,25
2654,Organic Tech Earphones,1579.0,29
2655,Premium Pet Cat Food 1kg,188.99,33
2656,Roasted Coffee Espresso Beans,382.5,37
2657,Sweet Tea Hibiscus Leaves,483.49,41
2658,Light Snack Popcorn Bag,115.75,45
2659,Special Drink Juice Box,193.99,49
2660,Local Bakery Banana Bread,204.5,53
2661,Roasted Coffee Cappuccino Sticks,641.25,96
2662,Sweet Tea Jasmine Pearls,484.49,1
2663,Light Snack Trail Mix,138.99,5
2664,Special Drink Sports Drink,172.99,9
2665,Local Bakery Cinnamon Roll,164.5,13
2666,Fresh Dairy Greek Yogurt,231.49,17
2667,Classic Pantry Soy Sauce 1L,195.25,21
2668,Original Frozen Frozen Pizza,116.49,25
2669,Salted Produce Garlic Bulb,69.25,29
2670,Spicy Meat Lamb Chops,187.99,33
2671,Deluxe Bath Mouthwash,150.99,37
2672,Imported Clean Floor Wax,413.0,41
2673,Natural Office Highlighter,61.25,45
2674,Organic Tech Earphones,1559.5,49
2675,Premium Pet Cat Food 1kg,169.49,53
2676,Roasted Coffee Espresso Beans,363.0,57
2677,Sweet Tea Hibiscus Leaves,463.99,61
2678,Light Snack Popcorn Bag,96.25,65
2679,Special Drink Juice Box,174.49,69
2680,Local Bakery Banana Bread,207.75,73
2681,Roasted Coffee Cappuccino Sticks,644.5,17
2682,Sweet Tea Jasmine Pearls,487.74,21
2683,Light Snack Trail Mix,142.24,25
2684,Special Drink Sports Drink,176.24,29
2685,Local Bakery Cinnamon Roll,167.75,33
2686,Fresh Dairy Greek Yogurt,234.74,37
2687,Classic Pantry Soy Sauce 1L,198.5,41
2688,Original Frozen Frozen Pizza,119.74,45
2689,Salted Produce Garlic Bulb,72.5,49
2690,Spicy Meat Lamb Chops,191.24,53
2691,Deluxe Bath Mouthwash,154.24,57
2692,Imported Clean Floor Wax,416.25,61
2693,Natural Office Highlighter,64.5,65
2694,Organic Tech Earphones,1562.75,69
2695,Premium Pet Cat Food 1kg,172.74,73
2696,Roasted Coffee Espresso Beans,366.25,77
2697,Sweet Tea Hibiscus Leaves,467.24,81
2698,Light Snack Popcorn Bag,99.5,85
2699,Special Drink Juice Box,177.74,89
2700,Local Bakery Banana Bread,211.0,93
2701,Roasted Coffee Cappuccino Sticks,647.75,37
2702,Sweet Tea Jasmine Pearls,490.99,41
2703,Light Snack Trail Mix,145.49,45
2704,Special Drink Sports Drink,179.49,49
2705,Local Bakery Cinnamon Roll,171.0,53
2706,Fresh Dairy Greek Yogurt,237.99,57
2707,Classic Pantry Soy Sauce 1L,201.75,61
2708,Original Frozen Frozen Pizza,122.99,65
2709,Salted Produce Garlic Bulb,75.75,69
2710,Spicy Meat Lamb Chops,194.49,73
2711,Deluxe Bath Mouthwash,157.49,77
2712,Imported Clean Floor Wax,419.5,81
2713,Natural Office Highlighter,67.75,85
2714,Organic Tech Earphones,1566.0,89
2715,Premium Pet Cat Food 1kg,175.99,93
2716,Roasted Coffee Espresso Beans,369.5,97
2717,Sweet Tea Hibiscus Leaves,470.49,2
2718,Light Snack Popcorn Bag,102.75,6
2719,Special Drink Juice Box,180.99,10
2720,Local Bakery Banana Bread,214.25,14
2721,Roasted Coffee Cappuccino Sticks,651.0,57
2722,Sweet Tea Jasmine Pearls,494.24,61
2723,Light Snack Trail Mix,148.74,65
2724,Special Drink Sports Drink,182.74,69
2725,Local Bakery Cinnamon Roll,174.25,73
2726,Fresh Dairy Greek Yogurt,241.24,77
2727,Classic Pantry Soy Sauce 1L,205.0,81
2728,Original Frozen Frozen Pizza,126.24,85
2729,Salted Produce Garlic Bulb,79.0,89
2730,Spicy Meat Lamb Chops,197.74,93
2731,Deluxe Bath Mouthwash,160.74,97
2732,Imported Clean Floor Wax,422.75,2
2733,Natural Office Highlighter,71.0,6
2734,Organic Tech Earphones,1569.25,10
2735,Premium Pet Cat Food 1kg,179.24,14
2736,Roasted Coffee Espresso Beans,372.75,18
2737,Sweet Tea Hibiscus Leaves,473.74,22
2738,Light Snack Popcorn Bag,106.0,26
2739,Special Drink Juice Box,184.24,30
2740,Local Bakery Banana Bread,217.5,34
2741,Roasted Coffee Cappuccino Sticks,654.25,77
2742,Sweet Tea Jasmine Pearls,497.49,81
2743,Light Snack Trail Mix,151.99,85
2744,Special Drink Sports Drink,185.99,89
2745,Local Bakery Cinnamon Roll,177.5,93
2746,Fresh Dairy Greek Yogurt,244.49,97
2747,Classic Pantry Soy Sauce 1L,208.25,2
2748,Original Frozen Frozen Pizza,129.49,6
2749,Salted Produce Garlic Bulb,82.25,10
2750,Spicy Meat Lamb Chops,200.99,14
2751,Deluxe Bath Mouthwash,163.99,18
2752,Imported Clean Floor Wax,426.0,22
2753,Natural Office Highlighter,74.25,26
2754,Organic Tech Earphones,1572.5,30
2755,Premium Pet Cat Food 1kg,182.49,34
2756,Roasted Coffee Espresso Beans,376.0,38
2757,Sweet Tea Hibiscus Leaves,476.99,42
2758,Light Snack Popcorn Bag,109.25,46
2759,Special Drink Juice Box,187.49,50
2760,Local Bakery Banana Bread,220.75,54
2761,Roasted Coffee Cappuccino Sticks,657.5,97
2762,Sweet Tea Jasmine Pearls,500.74,2
2763,Light Snack Trail Mix,155.24,6
2764,Special Drink Sports Drink,189.24,10
2765,Local Bakery Cinnamon Roll,180.75,14
2766,Fresh Dairy Greek Yogurt,247.74,18
2767,Classic Pantry Soy Sauce 1L,211.5,22
2768,Original Frozen Frozen Pizza,132.74,26
2769,Salted Produce Garlic Bulb,85.5,30
2770,Spicy Meat Lamb Chops,204.24,34
2771,Deluxe Bath Mouthwash,167.24,38
2772,Imported Clean Floor Wax,429.25,42
2773,Natural Office Highlighter,77.5,46
2774,Organic Tech Earphones,1575.75,50
2775,Premium Pet Cat Food 1kg,185.74,54
2776,Roasted Coffee Espresso Beans,379.25,58
2777,Sweet Tea Hibiscus Leaves,480.24,62
2778,Light Snack Popcorn Bag,112.5,66
2779,Special Drink Juice Box,190.74,70
2780,Local Bakery Banana Bread,224.0,74
2781,Roasted Coffee Cappuccino Sticks,660.75,18
2782,Sweet Tea Jasmine Pearls,503.99,22
2783,Light Snack Trail Mix,158.49,26
2784,Special Drink Sports Drink,192.49,30
2785,Local Bakery Cinnamon Roll,184.0,34
2786,Fresh Dairy Greek Yogurt,250.99,38
2787,Classic Pantry Soy Sauce 1L,214.75,42
2788,Original Frozen Frozen Pizza,135.99,46
2789,Salted Produce Garlic Bulb,88.75,50
2790,Spicy Meat Lamb Chops,207.49,54
2791,Deluxe Bath Mouthwash,170.49,58
2792,Imported Clean Floor Wax,432.5,62
2793,Natural Office Highlighter,80.75,66
2794,Organic Tech Earphones,1579.0,70
2795,Premium Pet Cat Food 1kg,188.99,74
2796,Roasted Coffee Espresso Beans,382.5,78
2797,Sweet Tea Hibiscus Leaves,483.49,82
2798,Light Snack Popcorn Bag,115.75,86
2799,Special Drink Juice Box,193.99,90
2800,Local Bakery Banana Bread,204.5,94
2801,Roasted Coffee Cappuccino Sticks,641.25,38
2802,Sweet Tea Jasmine Pearls,484.49,42
2803,Light Snack Trail Mix,138.99,46
2804,Special Drink Sports Drink,172.99,50
2805,Local Bakery Cinnamon Roll,164.5,54
2806,Fresh Dairy Greek Yogurt,231.49,58
2807,Classic Pantry Soy Sauce 1L,195.25,62
2808,Original Frozen Frozen Pizza,116.49,66
2809,Salted Produce Garlic Bulb,69.25,70
2810,Spicy Meat Lamb Chops,187.99,74
2811,Deluxe Bath Mouthwash,150.99,78
2812,Imported Clean Floor Wax,413.0,82
2813,Natural Office Highlighter,61.25,86
2814,Organic Tech Earphones,1559.5,90
2815,Premium Pet Cat Food 1kg,169.49,94
2816,Roasted Coffee Espresso Beans,363.0,98
2817,Sweet Tea Hibiscus Leaves,463.99,3
2818,Light Snack Popcorn Bag,96.25,7
2819,Special Drink Juice Box,174.49,11
2820,Local Bakery Banana Bread,207.75,15
2821,Roasted Coffee Cappuccino Sticks,644.5,58
2822,Sweet Tea Jasmine Pearls,487.74,62
2823,Light Snack Trail Mix,142.24,66
2824,Special Drink Sports Drink,176.24,70
2825,Local Bakery Cinnamon Roll,167.75,74
2826,Fresh Dairy Greek Yogurt,234.74,78
2827,Classic Pantry Soy Sauce 1L,198.5,82
2828,Original Frozen Frozen Pizza,119.74,86
2829,Salted Produce Garlic Bulb,72.5,90
2830,Spicy Meat Lamb Chops,191.24,94
2831,Deluxe Bath Mouthwash,154.24,98
2832,Imported Clean Floor Wax,416.25,3
2833,Natural Office Highlighter,64.5,7
2834,Organic Tech Earphones,1562.75,11
2835,Premium Pet Cat Food 1kg,172.74,15
2836,Roasted Coffee Espresso Beans,366.25,19
2837,Sweet Tea Hibiscus Leaves,467.24,23
2838,Light Snack Popcorn Bag,99.5,27
2839,Special Drink Juice Box,177.74,31
2840,Local Bakery Banana Bread,211.0,35
2841,Roasted Coffee Cappuccino Sticks,647.75,78
2842,Sweet Tea Jasmine Pearls,490.99,82
2843,Light Snack Trail Mix,145.49,86
2844,Special Drink Sports Drink,179.49,90
2845,Local Bakery Cinnamon Roll,171.0,94
2846,Fresh Dairy Greek Yogurt,237.99,98
2847,Classic Pantry Soy Sauce 1L,201.75,3
2848,Original Frozen Frozen Pizza,122.99,7
2849,Salted Produce Garlic Bulb,75.75,11
2850,Spicy Meat Lamb Chops,194.49,15
2851,Deluxe Bath Mouthwash,157.49,19
2852,Imported Clean Floor Wax,419.5,23
2853,Natural Office Highlighter,67.75,27
2854,Organic Tech Earphones,1566.0,31
2855,Premium Pet Cat Food 1kg,175.99,35
2856,Roasted Coffee Espresso Beans,369.5,39
2857,Sweet Tea Hibiscus Leaves,470.49,43
2858,Light Snack Popcorn Bag,102.75,47
2859,Special Drink Juice Box,180.99,51
2860,Local Bakery Banana Bread,214.25,55
2861,Roasted Coffee Cappuccino Sticks,651.0,98
2862,Sweet Tea Jasmine Pearls,494.24,3
2863,Light Snack Trail Mix,148.74,7
2864,Special Drink Sports Drink,182.74,11
2865,Local Bakery Cinnamon Roll,174.25,15
2866,Fresh Dairy Greek Yogurt,241.24,19
2867,Classic Pantry Soy Sauce 1L,205.0,23
2868,Original Frozen Frozen Pizza,126.24,27
2869,Salted Produce Garlic Bulb,79.0,31
2870,Spicy Meat Lamb Chops,197.74,35
2871,Deluxe Bath Mouthwash,160.74,39
2872,Imported Clean Floor Wax,422.75,43
2873,Natural Office Highlighter,71.0,47
2874,Organic Tech Earphones,1569.25,51
2875,Premium Pet Cat Food 1kg,179.24,55
2876,Roasted Coffee Espresso Beans,372.75,59
2877,Sweet Tea Hibiscus Leaves,473.74,63
2878,Light Snack Popcorn Bag,106.0,67
2879,Special Drink Juice Box,184.24,71
2880,Local Bakery Banana Bread,217.5,75
2881,Roasted Coffee Cappuccino Sticks,654.25,19
2882,Sweet Tea Jasmine Pearls,497.49,23
2883,Light Snack Trail Mix,151.99,27
2884,Special Drink Sports Drink,185.99,31
2885,Local Bakery Cinnamon Roll,177.5,35
2886,Fresh Dairy Greek Yogurt,244.49,39
2887,Classic Pantry Soy Sauce 1L,208.25,43
2888,Original Frozen Frozen Pizza,129.49,47
2889,Salted Produce Garlic Bulb,82.25,51
2890,Spicy Meat Lamb Chops,200.99,55
2891,Deluxe Bath Mouthwash,163.99,59
2892,Imported Clean Floor Wax,426.0,63
2893,Natural Office Highlighter,74.25,67
2894,Organic Tech Earphones,1572.5,71
2895,Premium Pet Cat Food 1kg,182.49,75
2896,Roasted Coffee Espresso Beans,376.0,79
2897,Sweet Tea Hibiscus Leaves,476.99,83
2898,Light Snack Popcorn Bag,109.25,87
2899,Special Drink Juice Box,187.49,91
2900,Local Bakery Banana Bread,220.75,95
2901,Roasted Coffee Cappuccino Sticks,657.5,39
2902,Sweet Tea Jasmine Pearls,500.74,43
2903,Light Snack Trail Mix,155.24,47
2904,Special Drink Sports Drink,189.24,51
2905,Local Bakery Cinnamon Roll,180.75,55
2906,Fresh Dairy Greek Yogurt,247.74,59
2907,Classic Pantry Soy Sauce 1L,211.5,63
2908,Original Frozen Frozen Pizza,132.74,67
2909,Salted Produce Garlic Bulb,85.5,71
2910,Spicy Meat Lamb Chops,204.24,75
2911,Deluxe Bath Mouthwash,167.24,79
2912,Imported Clean Floor Wax,429.25,83
2913,Natural Office Highlighter,77.5,87
2914,Organic Tech Earphones,1575.75,91
2915,Premium Pet Cat Food 1kg,185.74,95
2916,Roasted Coffee Espresso Beans,379.25,99
2917,Sweet Tea Hibiscus Leaves,480.24,4
2918,Light Snack Popcorn Bag,112.5,8
2919,Special Drink Juice Box,190.74,12
2920,Local Bakery Banana Bread,224.0,16
2921,Roasted Coffee Cappuccino Sticks,660.75,59
2922,Sweet Tea Jasmine Pearls,503.99,63
2923,Light Snack Trail Mix,158.49,67
2924,Special Drink Sports Drink,192.49,71
2925,Local Bakery Cinnamon Roll,184.0,75
2926,Fresh Dairy Greek Yogurt,250.99,79
2927,Classic Pantry Soy Sauce 1L,214.75,83
2928,Original Frozen Frozen Pizza,135.99,87
2929,Salted Produce Garlic Bulb,88.75,91
2930,Spicy Meat Lamb Chops,207.49,95
2931,Deluxe Bath Mouthwash,170.49,99
2932,Imported Clean Floor Wax,432.5,4
2933,Natural Office Highlighter,80.75,8
2934,Organic Tech Earphones,1579.0,12
2935,Premium Pet Cat Food 1kg,188.99,16
2936,Roasted Coffee Espresso Beans,382.5,20
2937,Sweet Tea Hibiscus Leaves,483.49,24
2938,Light Snack Popcorn Bag,115.75,28
2939,Special Drink Juice Box,193.99,32
2940,Local Bakery Banana Bread,204.5,36
2941,Roasted Coffee Cappuccino Sticks,641.25,79
2942,Sweet Tea Jasmine Pearls,484.49,83
2943,Light Snack Trail Mix,138.99,87
2944,Special Drink Sports Drink,172.99,91
2945,Local Bakery Cinnamon Roll,164.5,95
2946,Fresh Dairy Greek Yogurt,231.49,99
2947,Classic Pantry Soy Sauce 1L,195.25,4
2948,Original Frozen Frozen Pizza,116.49,8
2949,Salted Produce Garlic Bulb,69.25,12
2950,Spicy Meat Lamb Chops,187.99,16
2951,Deluxe Bath Mouthwash,150.99,20
2952,Imported Clean Floor Wax,413.0,24
2953,Natural Office Highlighter,61.25,28
2954,Organic Tech Earphones,1559.5,32
2955,Premium Pet Cat Food 1kg,169.49,36
2956,Roasted Coffee Espresso Beans,363.0,40
2957,Sweet Tea Hibiscus Leaves,463.99,44
2958,Light Snack Popcorn Bag,96.25,48
2959,Special Drink Juice Box,174.49,52
2960,Local Bakery Banana Bread,207.75,56
2961,Roasted Coffee Cappuccino Sticks,644.5,99
2962,Sweet Tea Jasmine Pearls,487.74,4
2963,Light Snack Trail Mix,142.24,8
2964,Special Drink Sports Drink,176.24,12
2965,Local Bakery Cinnamon Roll,167.75,16
2966,Fresh Dairy Greek Yogurt,234.74,20
2967,Classic Pantry Soy Sauce 1L,198.5,24
2968,Original Frozen Frozen Pizza,119.74,28
2969,Salted Produce Garlic Bulb,72.5,32
2970,Spicy Meat Lamb Chops,191.24,36
2971,Deluxe Bath Mouthwash,154.24,40
2972,Imported Clean Floor Wax,416.25,44
2973,Natural Office Highlighter,64.5,48
2974,Organic Tech Earphones,1562.75,52
2975,Premium Pet Cat Food 1kg,172.74,56
2976,Roasted Coffee Espresso Beans,366.25,60
2977,Sweet Tea Hibiscus Leaves,467.24,64
2978,Light Snack Popcorn Bag,99.5,68
2979,Special Drink Juice Box,177.74,72
2980,Local Bakery Banana Bread,211.0,76
2981,Roasted Coffee Cappuccino Sticks,647.75,20
2982,Sweet Tea Jasmine Pearls,490.99,24
2983,Light Snack Trail Mix,145.49,28
2984,Special Drink Sports Drink,179.49,32
2985,Local Bakery Cinnamon Roll,171.0,36
2986,Fresh Dairy Greek Yogurt,237.99,40
2987,Classic Pantry Soy Sauce 1L,201.75,44
2988,Original Frozen Frozen Pizza,122.99,48
2989,Salted Produce Garlic Bulb,75.75,52
2990,Spicy Meat Lamb Chops,194.49,56
2991,Deluxe Bath Mouthwash,157.49,60
2992,Imported Clean Floor Wax,419.5,64
2993,Natural Office Highlighter,67.75,68
2994,Organic Tech Earphones,1566.0,72
2995,Premium Pet Cat Food 1kg,175.99,76
2996,Roasted Coffee Espresso Beans,369.5,80
2997,Sweet Tea Hibiscus Leaves,470.49,84
2998,Light Snack Popcorn Bag,102.75,88
2999,Special Drink Juice Box,180.99,92
3000,Local Bakery Banana Bread,214.25,96
3001,Roasted Coffee Cappuccino Sticks,651.0,40
3002,Sweet Tea Jasmine Pearls,494.24,44
3003,Light Snack Trail Mix,148.74,48
3004,Special Drink Sports Drink,182.74,52
3005,Local Bakery Cinnamon Roll,174.25,56
3006,Fresh Dairy Greek Yogurt,241.24,60
3007,Classic Pantry Soy Sauce 1L,205.0,64
3008,Original Frozen Frozen Pizza,126.24,68
3009,Salted Produce Garlic Bulb,79.0,72
3010,Spicy Meat Lamb Chops,197.74,76
3011,Deluxe Bath Mouthwash,160.74,80
3012,Imported Clean Floor Wax,422.75,84
3013,Natural Office Highlighter,71.0,88
3014,Organic Tech Earphones,1569.25,92
3015,Premium Pet Cat Food 1kg,179.24,96
3016,Roasted Coffee Espresso Beans,372.75,1
3017,Sweet Tea Hibiscus Leaves,473.74,5
3018,Light Snack Popcorn Bag,106.0,9
3019,Special Drink Juice Box,184.24,13
3020,Local Bakery Banana Bread,217.5,17
3021,Roasted Coffee Cappuccino Sticks,654.25,60
3022,Sweet Tea Jasmine Pearls,497.49,64
3023,Light Snack Trail Mix,151.99,68
3024,Special Drink Sports Drink,185.99,72
